Onglet source,Catégorie,Type,Nom officiel (EN),Prix,Dégâts,Portée,Rechargement,Bulk,Mains,Groupe,Traits,Niveau,Rareté,Livre,Source,Livre / source,Ensemble,Catégorie PF2e,Rareté / accès,Nature,Notes,Bonus CA,Dex max.,Pénalité tests,Pénalité vitesse,Force requise,Dureté,PV,Seuil de rupture (BT)
Armes étendues,,,Gladius,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=510,War of Immortals,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Harpoon,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=648&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Hook Sword,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=641&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Jiu Huan Dao,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=623&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Karambit,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=642&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Kestros,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=513,War of Immortals,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Khopesh,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=624&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Kusarigama,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=625&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Lancer,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=661&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Leiomano,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=626&NoRedirect=1,Treasure Vault,Armes supplémentaires,Martial,Uncommon,Arme de base non magique,"2 gp; 1d6 B; Deadly d10, Versatile S.",,,,,,,,
Armes étendues,,,Long Hammer,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=613&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Machete,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=614&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Macuahuitl,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=511,War of Immortals,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Mambele,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=627&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Meteor Hammer,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=615&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Mikazuki,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=662&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Naginata,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=628&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Nodachi,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=636&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Palstave,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=506,War of Immortals,Armes supplémentaires,Simple,Uncommon,Arme de base non magique,4 sp; 1d6 S; Sweep.,,,,,,,,
Armes étendues,,,Panabas,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=616&NoRedirect=1,Treasure Vault / Lost Omens: Impossible Lands,Armes supplémentaires,Martial,Uncommon,Arme de base non magique,"1 gp; 1d6 S; Forceful, Sweep, Two-Hand d10.",,,,,,,,
Armes étendues,,,Phalanx Piercer,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=656&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Polytool,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=629&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Rope Dart,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=630&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Rotary Bow,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=649&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Sansetsukon,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=631&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Scizore,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=617&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Shield Bow,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=650&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Spraysling,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=654&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Sukgung,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=651&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Taw Launcher,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=658&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Tekko-Kagi,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=632&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Three-Section Naginata,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=643&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Thunder Sling,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=655&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Urumi,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=633&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,War Gavel,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=507,War of Immortals,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,War Javelin,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=512,War of Immortals,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,War Razor,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=618&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Whipstaff,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=634&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Wrecker,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=663&NoRedirect=1,Treasure Vault,Armes supplémentaires,,,Arme de base non magique,,,,,,,,,
Armes étendues,,,Air Repeater,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=565&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Arquebus,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=574&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Axe Musket,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=590&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Backpack Ballista,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=173&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Backpack Catapult,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=544&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Bayonet,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=562&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Big Boom Gun,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=604&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Black Powder Knuckle Dusters,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=591&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Blunderbuss,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=575&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Cane Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=592&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Clan Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=576&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Coat Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=567&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Dagger Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=593&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Dart Umbrella,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=545&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Dawnsilver Tree,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=583&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Double-Barreled Musket,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=577&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Double-Barreled Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=578&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Dragon-Mouth Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=579&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Dueling Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=580&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Dwarven Scattergun,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=586&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Explosive Dogslicer,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=602&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Fire Lance,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=568&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Flingflenser,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=587&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Flintlock Musket,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=569&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Flintlock Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=570&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Forked Bipod,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=559&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Gnome Amalgam Musket,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=594&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Gun Sword,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=595&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Hammer Gun,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=596&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Hand Cannon,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=571&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Harmona Gun,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=581&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Injection Spear,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=546&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Jezail,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=582&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Knuckle Duster,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=561&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Long Air Repeater,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=572&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Mace Multipistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=597&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Pantograph Gauntlet,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=547&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Pepperbox,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=584&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Piercing Wind,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=598&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Rapier Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=599&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Reinforced Stock,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=563&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Repeating Crossbow,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=548&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Repeating Hand Crossbow,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=549&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Repeating Heavy Crossbow,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=178&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Slide Pistol,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=585&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Spoon Gun,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=603&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Three Peaked Tree,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=601&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,Umbrella Injector,,,,,,,,,,,,https://2e.aonprd.com/Weapons.aspx?ID=551&NoRedirect=1,Guns & Gears (Remastered),Armes à feu et technologiques,,Souvent Uncommon,Arme de base non magique,Armes à feu : généralement Uncommon; catégorie Simple/Martial/Advanced selon l'arme.,,,,,,,,
Armes étendues,,,"Périmètre : armes de base non magiques issues du Player Core et de plusieurs suppléments majeurs. Exclus : armes spécifiques/magiques, artefacts, munitions et magazines. PF2e n'utilise pas officiellement la catégorie « exotique » : les catégories sont Simple, Martial et Advanced.",,,,,,,,,,,,,,,,,,,,,,,,,,
Armures standards,Sans armure,,Explorer’s clothing,1 sp,,,,L,,Cloth,Comfort,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=2&NoRedirect=1,,,,,,,+0,+5,—,—,—,,,
Armures standards,Légère,,Padded armor,2 sp,,,,L,,Cloth,Comfort,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=3&NoRedirect=1,,,,,,,+1,+3,—,—,+0,,,
Armures standards,Légère,,Leather,2 gp,,,,1,,Leather,—,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=4&NoRedirect=1,,,,,,,+1,+4,-1,—,+0,,,
Armures standards,Légère,,Studded leather,3 gp,,,,1,,Leather,—,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=5&NoRedirect=1,,,,,,,+2,+3,-1,—,+1,,,
Armures standards,Légère,,Chain shirt,5 gp,,,,1,,Chain,"Flexible, noisy",0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=6&NoRedirect=1,,,,,,,+2,+3,-1,—,+1,,,
Armures standards,Intermédiaire,,Hide,2 gp,,,,2,,Leather,—,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=7&NoRedirect=1,,,,,,,+3,+2,-2,-5 ft.,+2,,,
Armures standards,Intermédiaire,,Scale mail,4 gp,,,,2,,Composite,—,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=8&NoRedirect=1,,,,,,,+3,+2,-2,-5 ft.,+2,,,
Armures standards,Intermédiaire,,Chain mail,6 gp,,,,2,,Chain,"Flexible, noisy",0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=9&NoRedirect=1,,,,,,,+4,+1,-2,-5 ft.,+3,,,
Armures standards,Intermédiaire,,Breastplate,8 gp,,,,2,,Plate,—,0,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=10&NoRedirect=1,,,,,,,+4,+1,-2,-5 ft.,+3,,,
Armures standards,Lourde,,Splint mail,13 gp,,,,3,,Composite,—,1,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=11&NoRedirect=1,,,,,,,+5,+1,-3,-10 ft.,+3,,,
Armures standards,Lourde,,Half plate,18 gp,,,,3,,Plate,—,1,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=12&NoRedirect=1,,,,,,,+5,+1,-3,-10 ft.,+3,,,
Armures standards,Lourde,,Full plate,30 gp,,,,4,,Plate,Bulwark,2,Common,Player Core pp. 271–274,https://2e.aonprd.com/Armor.aspx?ID=13&NoRedirect=1,,,,,,,+6,+0,-3,-10 ft.,+4,,,
Boucliers standards,,,Buckler,1 gp,,,,L,,,,0,Common,Player Core p. 274,https://2e.aonprd.com/Shields.aspx?ID=1&NoRedirect=1,,,,,,,+1,,,—,,3,6,3
Boucliers standards,,,Wooden shield,1 gp,,,,1,,,,0,Common,Player Core p. 274,https://2e.aonprd.com/Shields.aspx?ID=2&NoRedirect=1,,,,,,,+2,,,—,,3,12,6
Boucliers standards,,,Steel shield,2 gp,,,,1,,,,0,Common,Player Core p. 274,https://2e.aonprd.com/Shields.aspx?ID=3&NoRedirect=1,,,,,,,+2,,,—,,5,20,10
Boucliers standards,,,Tower shield,10 gp,,,,4,,,,0,Common,Player Core p. 274,https://2e.aonprd.com/Shields.aspx?ID=4&NoRedirect=1,,,,,,,+2 / +4 avec Take Cover,,,-5 ft.,,5,20,10
