"Onglet source","Catégorie","Type","Nom officiel (EN)","Prix","Dégâts","Portée","Rechargement","Bulk","Mains","Groupe","Traits","Niveau","Rareté","Livre","Source","Livre / source","Ensemble","Catégorie PF2e","Rareté / accès","Nature","Notes","Bonus CA","Dex max.","Pénalité tests","Pénalité vitesse","Force requise","Dureté","PV","Seuil de rupture (BT)","Prix vérifié AoN","Prix vérifié (pc)","Fiche AoN vérifiée","Nom AoN retenu","Livre AoN","Édition retenue","Niveau AoN","Date vérification"
"Armes étendues","","","Katana","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=55&NoRedirect=1","Player Core","Armes de base hors sélection commune","Martial","Uncommon","Arme de base non magique","2 gp; 1d6 S; Deadly d8, Two-Hand d10, Versatile P.","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=55&NoRedirect=1","Katana","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Katar","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=14&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","3 sp","30","https://2e.aonprd.com/Weapons.aspx?ID=14&NoRedirect=1","Katar","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes étendues","","","Khakkara","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=126&NoRedirect=1","Player Core","Armes de base hors sélection commune","Martial","Uncommon","Arme de base non magique","2 gp; 1d6 B; Monk, Shove, Two-Hand d10, Versatile P.","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=126&NoRedirect=1","Khakkara","Advanced Player's Guide pg. 248","legacy","0","2026-09-12"
"Armes étendues","","","Kukri","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=56&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","6 sp","60","https://2e.aonprd.com/Weapons.aspx?ID=56&NoRedirect=1","Kukri","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Nunchaku","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=57&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","2 sp","20","https://2e.aonprd.com/Weapons.aspx?ID=57&NoRedirect=1","Nunchaku","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Orc Knuckle Dagger","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=58&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","7 sp","70","https://2e.aonprd.com/Weapons.aspx?ID=58&NoRedirect=1","Orc Knuckle Dagger","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Orc Necksplitter","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=64&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=64&NoRedirect=1","Orc Necksplitter","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Sai","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=59&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","6 sp","60","https://2e.aonprd.com/Weapons.aspx?ID=59&NoRedirect=1","Sai","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Sawtooth Saber","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=65&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","5 gp","500","https://2e.aonprd.com/Weapons.aspx?ID=65&NoRedirect=1","Sawtooth Saber","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Shuriken","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=79&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","1 cp","1","https://2e.aonprd.com/Weapons.aspx?ID=79&NoRedirect=1","Shuriken","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes étendues","","","Spiked Chain","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=60&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=60&NoRedirect=1","Spiked Chain","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Temple Sword","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=61&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=61&NoRedirect=1","Temple Sword","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Wakizashi","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=129&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=129&NoRedirect=1","Wakizashi","Advanced Player's Guide pg. 248","legacy","0","2026-09-12"
"Armes étendues","","","Broadspear","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=258&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=258&NoRedirect=1","Broadspear","Impossible Lands pg. 220","source_unique","0","2026-09-12"
"Armes étendues","","","Daikyu","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=125&NoRedirect=1","Tian Xia Character Guide / Player Core 2","Armes régionales","Advanced","Uncommon","Arme de base non magique","8 gp; 1d8 P; portée 80 ft.; Forceful, Propulsive.","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=125&NoRedirect=1","Daikyu","Advanced Player's Guide pg. 248","legacy","0","2026-09-12"
"Armes étendues","","","Dandpatta","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=260&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","8 sp","80","https://2e.aonprd.com/Weapons.aspx?ID=260&NoRedirect=1","Dandpatta","Impossible Lands pg. 220","source_unique","0","2026-09-12"
"Armes étendues","","","Donchak","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=261&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=261&NoRedirect=1","Donchak","Impossible Lands pg. 220","source_unique","0","2026-09-12"
"Armes étendues","","","Gada","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=262&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=262&NoRedirect=1","Gada","Impossible Lands pg. 220","source_unique","0","2026-09-12"
"Armes étendues","","","Kalis","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=263&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=263&NoRedirect=1","Kalis","Tian Xia Character Guide pg. 127","source_unique","0","2026-09-12"
"Armes étendues","","","Kris","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=264&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","7 sp","70","https://2e.aonprd.com/Weapons.aspx?ID=264&NoRedirect=1","Kris","Tian Xia Character Guide pg. 127","source_unique","0","2026-09-12"
"Armes étendues","","","Talwar","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=266&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=266&NoRedirect=1","Talwar","Impossible Lands pg. 221","source_unique","0","2026-09-12"
"Armes étendues","","","Tengu Gale Blade","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=128&NoRedirect=1","Tian Xia Character Guide / Player Core 2","Armes régionales","Martial","Uncommon","Arme de base non magique","4 gp; 1d6 S; Agile, Disarm, Finesse, Tengu.","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=128&NoRedirect=1","Tengu Gale Blade","Advanced Player's Guide pg. 248","legacy","0","2026-09-12"
"Armes étendues","","","Thorn Whip","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=267&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","6 sp","60","https://2e.aonprd.com/Weapons.aspx?ID=267&NoRedirect=1","Thorn Whip","Impossible Lands pg. 221","source_unique","0","2026-09-12"
"Armes étendues","","","Triggerbrand","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=257&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","10 gp","1000","https://2e.aonprd.com/Weapons.aspx?ID=257&NoRedirect=1","Triggerbrand (Ranged)","Impossible Lands pg. 108","source_unique","0","2026-09-12"
"Armes étendues","","","Visap","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=268&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=268&NoRedirect=1","Visap","Impossible Lands pg. 221","source_unique","0","2026-09-12"
"Armes étendues","","","Zulfikar","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=269&NoRedirect=1","Lost Omens: Impossible Lands","Armes régionales","","","Arme de base non magique","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=269&NoRedirect=1","Zulfikar","Impossible Lands pg. 221","source_unique","0","2026-09-12"
"Armes étendues","","","Atlatl","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=644&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 sp","20","https://2e.aonprd.com/Weapons.aspx?ID=644&NoRedirect=1","Atlatl","Treasure Vault pg. 30","legacy","0","2026-09-12"
"Armes étendues","","","Barricade Buster","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=657&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","9 gp","900","https://2e.aonprd.com/Weapons.aspx?ID=657&NoRedirect=1","Barricade Buster","Treasure Vault pg. 30","legacy","1","2026-09-12"
"Armes étendues","","","Battle Saddle","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=608&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","6 gp","600","https://2e.aonprd.com/Weapons.aspx?ID=608&NoRedirect=1","Battle Saddle","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Bec de Corbin","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=609&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=609&NoRedirect=1","Bec De Corbin","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Bladed Scarf","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=619&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=619&NoRedirect=1","Bladed Scarf","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Boomerang","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=652&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 sp","20","https://2e.aonprd.com/Weapons.aspx?ID=652&NoRedirect=1","Boomerang","Treasure Vault pg. 30","legacy","0","2026-09-12"
"Armes étendues","","","Bow Staff","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=659&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=659&NoRedirect=1","Bow Staff (Ranged)","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Breaching Pike","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=620&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=620&NoRedirect=1","Breaching Pike","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Butterfly Sword","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=637&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=637&NoRedirect=1","Butterfly Sword","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Chain Sword","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=638&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","6 gp","600","https://2e.aonprd.com/Weapons.aspx?ID=638&NoRedirect=1","Chain Sword","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Chakri","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=653&NoRedirect=1","Treasure Vault / Lost Omens: Impossible Lands","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 sp","20","https://2e.aonprd.com/Weapons.aspx?ID=653&NoRedirect=1","Chakri","Treasure Vault pg. 30","legacy","0","2026-09-12"
"Armes étendues","","","Combat Fishing Pole","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=508","War of Immortals","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","4 sp","40","https://2e.aonprd.com/Weapons.aspx?ID=508&NoRedirect=1","Combat Fishing Pole","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Combat Lure","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=621&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=621&NoRedirect=1","Combat Lure","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Corset Knife","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=606&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 sp","30","https://2e.aonprd.com/Weapons.aspx?ID=606&NoRedirect=1","Corset Knife","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Crescent Cross","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=660&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=660&NoRedirect=1","Crescent Cross (Ranged)","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Dancer's Spear","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=610&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=610&NoRedirect=1","Dancer's Spear","Treasure Vault pg. 26","legacy","0","2026-09-12"
"Armes étendues","","","Dwarven Dorn-Dergar","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=639&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=639&NoRedirect=1","Dwarven Dorn-Dergar","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Earthbreaker","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=611&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=611&NoRedirect=1","Earthbreaker","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Falcata","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=635&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=635&NoRedirect=1","Falcata","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Feng Huo Lun","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=640&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=640&NoRedirect=1","Feng Huo Lun","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Fighting Fan","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=622&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","1 gp, 1 sp","110","https://2e.aonprd.com/Weapons.aspx?ID=622&NoRedirect=1","Fighting Fan","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Fighting Oar","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=505","War of Immortals","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","5 sp","50","https://2e.aonprd.com/Weapons.aspx?ID=505&NoRedirect=1","Fighting Oar","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Fishing Lure","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=515","War of Immortals","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 sp","20","https://2e.aonprd.com/Weapons.aspx?ID=515&NoRedirect=1","Fishing Lure","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Flyssa","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=612&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=612&NoRedirect=1","Flyssa","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Frying Pan","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=607&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","1 sp","10","https://2e.aonprd.com/Weapons.aspx?ID=607&NoRedirect=1","Frying Pan","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Gakgung","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=646&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","6 gp","600","https://2e.aonprd.com/Weapons.aspx?ID=646&NoRedirect=1","Gakgung","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Gauntlet Bow","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=647&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","9 gp","900","https://2e.aonprd.com/Weapons.aspx?ID=647&NoRedirect=1","Gauntlet Bow","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Gladius","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=510","War of Immortals","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=510&NoRedirect=1","Gladius","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Harpoon","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=648&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=648&NoRedirect=1","Harpoon","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Hook Sword","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=641&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=641&NoRedirect=1","Hook Sword","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Jiu Huan Dao","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=623&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","9 sp","90","https://2e.aonprd.com/Weapons.aspx?ID=623&NoRedirect=1","Jiu Huan Dao","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Karambit","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=642&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=642&NoRedirect=1","Karambit","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Kestros","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=513","War of Immortals","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=513&NoRedirect=1","Kestros","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Khopesh","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=624&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=624&NoRedirect=1","Khopesh","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Kusarigama","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=625&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=625&NoRedirect=1","Kursarigama","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Lancer","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=661&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=661&NoRedirect=1","Lancer (Ranged)","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Leiomano","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=626&NoRedirect=1","Treasure Vault","Armes supplémentaires","Martial","Uncommon","Arme de base non magique","2 gp; 1d6 B; Deadly d10, Versatile S.","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=626&NoRedirect=1","Leiomano","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Long Hammer","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=613&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","5 gp","500","https://2e.aonprd.com/Weapons.aspx?ID=613&NoRedirect=1","Long Hammer","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Machete","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=614&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","7 sp","70","https://2e.aonprd.com/Weapons.aspx?ID=614&NoRedirect=1","Machete","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Macuahuitl","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=511","War of Immortals","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=511&NoRedirect=1","Macuahuitl","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Mambele","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=627&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","6 sp","60","https://2e.aonprd.com/Weapons.aspx?ID=627&NoRedirect=1","Mambele","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Meteor Hammer","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=615&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=615&NoRedirect=1","Meteor Hammer","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Mikazuki","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=662&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=662&NoRedirect=1","Mikazuki (Ranged)","Treasure Vault pg. 31","legacy","0","2026-09-12"
"Armes étendues","","","Naginata","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=628&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=628&NoRedirect=1","Naginata","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Nodachi","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=636&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","6 gp","600","https://2e.aonprd.com/Weapons.aspx?ID=636&NoRedirect=1","Nodachi","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Palstave","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=506","War of Immortals","Armes supplémentaires","Simple","Uncommon","Arme de base non magique","4 sp; 1d6 S; Sweep.","","","","","","","","","4 sp","40","https://2e.aonprd.com/Weapons.aspx?ID=506&NoRedirect=1","Palstave","War of Immortals pg. 147","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes étendues","","","Panabas","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=616&NoRedirect=1","Treasure Vault / Lost Omens: Impossible Lands","Armes supplémentaires","Martial","Uncommon","Arme de base non magique","1 gp; 1d6 S; Forceful, Sweep, Two-Hand d10.","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=616&NoRedirect=1","Panabas","Treasure Vault pg. 27","legacy","0","2026-09-12"
"Armes étendues","","","Phalanx Piercer","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=656&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","10 gp","1000","https://2e.aonprd.com/Weapons.aspx?ID=656&NoRedirect=1","Phalanx Piercer","Treasure Vault pg. 31","legacy","1","2026-09-12"
"Armes étendues","","","Polytool","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=629&NoRedirect=1","Treasure Vault","Armes supplémentaires","","","Arme de base non magique","","","","","","","","","","10 gp","1000","https://2e.aonprd.com/Weapons.aspx?ID=629&NoRedirect=1","Polytool","Treasure Vault pg. 27","legacy","1","2026-09-12"
